tweet,sentiment
"i got all my hair cut off, it`s almost above my ears",neu
YES!!,neu
haha I just playing,neu
Day of writing,neu
that plain sux. kinda like cheers goin off the air.,neu
OMG!! that is tragic!,neu
I am now cleaning,neu
"I keep trying but no, I didn`t win  Had the right answer though! Trick question!",neu
haha so bored...but happy mothers day!,neu
My radiator boiled out,neu
No surprise there. They probably don`t know themselves where it is,neu
Type cold in my room,neu
Still working,neu
And I wanted us to leave at 12:45 to do a 1 p.m. showing (staff retreat mini),neu
Checked if there`s a new comment on friendster!,neu
the construction lookd familar,neu
: Where did you get a copy? I wanna watch that also.,neu
"probably going to miss Silverstone`s race again this season in iRacing , so sad   this track is pure laser scanned awesomeness",neu
doesnt have a hangover  and is getting ready for a good ol` english fry up,neu
right.,neu
Whole Earth Festival,neu
"_idiots hahaha! I don`t work in a **** you know  alrighty mister, have YOU done any public may dancing today?",neu
it`s official- the Twilight Saga has ended...*sigh*...my life is empty!,neu
Got back and putting in the laundry. We got in there last  o well as long as its clean. #DSAA09,neu
"An hour of walking in hot weather = a satisfied but hurting Nellie.  Ow, blisters.",neu
Hello World,neu
I`m not too bad. Just trying to get by so I can live the dream AND rule the world.   Saving up for a super hero costume.,neu
"again, agreed. but having a program showing your friends are on facebook would be easier than giving every1 yer info",neu
Mmmmmm.... Coffee...,neu
look like i can only quick post from the dashboard that is all,neu
_127 LOL Just remember how it was after my car accident,neu
Hi : Found you through . i am indeed a pigment of your imagination,neu
its what i say why!!!! k4ge last day at the job today  we wont be saying him around anymore,neu
Doing okay. How are you doing?,neu
you wish,neu
"super late for work, and got an earful from the PSYCHOPATH. GRRRR! Day, please get better",neu
Surgery.,neu
"yes unfuzzy, i prefer the fuzzy me and clear caleb..  wanna turn back the clock!",neu
so haven`t seen any videos the last few days  hope everything is ok...,neu
Update 100,neu
i am bored. :| any idea`s of a nice site?,neu
"talks about _Dunk, their CD release is tonight at Stubb`s! Wish I could go support!!",neu
"hey hey, some else has twitter!",neu
Dimples was in the preview... are they not on today?  It hasn`t aired here yet... via,neu
i am seeing you in sydney in 12 days for the third time,neu
Talk at you all lates!,neu
if not impossible,neu
Nearly grand prix time,neu
last #ff  _Diesel    _Web_Design,neu
I`m so getting the cold,neu
oh yes. There was no feasts left,neu
but then you won`t see Her hotness much either,neu
Today I`m working on my 'Quirky Q' cue or maybe it will become a concerto,neu
It would still involve me standing up. lol. Windows are too high up. Guess im just gonna have to go out,neu
my mum thought that my brother laughing was the cat about the throw up... smooth,neu
lol must contribute to the destruction of language...awww,neu
I think me gettin a physical change,neu
If EVERYONE constantly retweeted that it would make it!,neu
"i suppose this will be in the blog post, but could u email me who was there too",neu
- Look who I brought home,neu
"it involves posting your thoughts and reading others mr.bean. You got a new number btw, had no txts back from you?",neu
what happened? I thought you were coming back today....,neu
_christie keep the faith it`ll be over soon,neu
This is the earliest I`ve been up for ages! Body is crying to go back to sleep... Must resist! A shower should do the trick,neu
"sorry, I`m back.. food was calling my name..lol..all is good here  and HI! , sorry I haven`t said sooner lol",neu
Watir in ???????,neu
"july 21st!?? that means at your concert I won`t know all the songs.  oh well, yay demi!! <3",neu
Anyone want my chocolate nutella mochi? Its just gonna go to waste,neu
Toast in the morning,neu
flo can spell antidisestablishmentarianism off the top of her head. wait i just did,neu
just hope the tunnel is wide enough that you can get out of the way!,neu
eh...but I`ll be picking cotton soon....need to suppliment my income,neu
and again,neu
"not much blipping lately, but i`ll get onto that for you.",neu
lol ok then,neu
DUDE WHAT? I WANNNNAAAA GOOOOOO,neu
I feel your pain... dont you hate those days,neu
But I am with you... I hate doing it... can`t we just make music and magically not have to worry about money  awe... sigh...LOL,neu
YAY! My temperature went down!  I can have dinner with the family tonight.,neu
lol you always make me happy.  i promise i won`t. lol its only 1 silly. you are up late too my friend,neu
working @ the preschool....waiting on the kiddies to get here.....making dunkin donuts coffee,neu
"- before they put a CAMERA in the smokers pit.  i can no longer vandalize that door, without being caught.",neu
Haha yea  if i knew yew wanted 2 go i would have told yew,neu
"lolzz @ public script, wait  - n- watch",neu
home from taking Nick home - a little lighter in pocket after being flashed by a speed camera,neu
is up and ready,neu
not the same.. Can we party tonight jig,neu
Why can`t you? Are you rooting for Ali in the Twitter war?,neu
trent reznor - liddle beotch doesnt get his way. this could be the title,neu
@_cassian is there a game   !,neu
Now I`m at a doppppe rock show in the LES .. Moshie moshhhh pit,neu
Idk yet!!! _Gyrl I wanna go soon tho...but I want more tweeps to be there,neu
"We`re no longer in biz together. The one thing that survived was our marriage. Not so good with the in-laws, though.",neu
I can`t vote for you  they have stopped the voting,neu
Searching for wavy hairstyle,neu
did your car get towed? Thats what happened to redgie`s car last time he went there  another reason why i don`t like splashtown,neu
Yayyyyyyyyyyy!!!!! but thats sp far away!,neu
"is watching 'Wall Street', and realizing that since it is on a movie channel she won`t get a potty break",neu
Thank you for the rec but that doesn`t work,neu
I just noticed that too,neu
Cleaned the screen on my new PC DOS machine and took another 'screenshot',neu
Oh...ok...didn`t know that.,neu
it`s called retro my dear and I wear fifties fashion sometimes....did you not see my birthday pictures?,neu
_Logos nope my computer right now is in need of a power supply so im useing an old office machine,neu
this is for,neu
is going to our cabin soon,neu
--- has demi ever replied to you? Coz I haven`t got any...,neu
I aint blanco either..Yo 100% Puerto Rican mami....yo show muy amor yi tu...but yo no se...,neu
uh oh u gonna fire somebody??,neu
I can Rome without Ceasar,neu
Went to mikey`s cousin`s wedding. His mom caught the bouquet.,neu
_Rex_513 I`m working all weekend,neu
What were you doing up at that time??,neu
"Thanks for the tip! Unfortunately a major crash in my https site, just as ExtPlorer",neu
just got home from the last day of school.  graduation tomorrow.,neu
lol same here....wish there was a way to microsize everything...lol,neu
1/2 day tomorrow  carla coming over after school.,neu
"Legend of Inotia ??????? ??????. ?????? ???????. ???? ??????? 31? ?????, ????? ?????? ???. ????????? ???? ?????? ????? ??????? ??????????",neu
Almost dun choreographing the dance,neu
DECEMBER... thats like a year away...,neu
chilling at the casa,neu
i finished all my work!,neu
Ed is awake! But Andy doesn`t feel so hot so she`s still sleeping.,neu
But can you breathe OK?,neu
Making Banana Bread,neu
What happened to Dave?,neu
WELL i do not think i am getting a call anytime soon. PAINTING MY NAILS!,neu
GOING TO WATCH SUPERNATURAL shall return afterwards  ****,neu
"I would have, but SuperTarget didn`t have any.",neu
just got home from the City Lights show  yeahhh!,neu
Ive chosen Grease,neu
"also: is there a strategic IT plan that maps to the bus strategic needs, that deliver value over time? No more waterfall",neu
I just found out 5 minutes ago  mama said his speech is still slurred but he seems to be doing ok,neu
this is my movie weekend!! i`ve watched 5 movies so far,neu
I`ve got one too  though i think mine was attributed to the seizure inducing color/light show in the movie The Soloist.,neu
why am i awake?,neu
mymaths time....if only i cud read the mind of a nerd durin the exam,neu
Joe just put a new bulb in my spotlight,neu
"sunny day, sunny outlook",neu
"Landon now announces, 'Big poopy coming!' every time. I`m just waiting for him to yell that in a store for the first time",neu
_Bloggerific,neu
watching a gossip girl,neu
still shopping and looking for shoes now,neu
Its cold,neu
"Lol, eBay? You laugh now...juuuuuust wait.",neu
Crawling into my den for the night now.,neu
and it`s my birthday tomorrow. Everything worked fine w/that in the end Convinced her not 2 invite ppl she didn`t know,neu
_ryan Just...it`s quiet a bit of it tbh xD,neu
uploading all my bamboozle pictures of facebook,neu
dont you have a uk say now?,neu
funny u havent showed me any love yet at all,neu
"Tuesday, any other day... long as we still get to watch",neu
"Well, there is THAT...",neu
Maybe until Wednesday?,neu
Where`s my Happiness?,neu
Sang on xbox lips and drunk beer my weekend rocks so far,neu
Environmental project,neu
awwwwwwwwww  thats jus...awwwww.did she get to start again like?,neu
"Enjoying my pathetic tiny music collection, while rearranging my room. Still a little tired from shortening the grass, and that one frog",neu
Hi...!!! Who is Mary Poppins???,neu
Morning everyone!!!,neu
"Crazy Legs is peepin _parks at the pool hahaha She likes graf writers, not b-boys, sorry",neu
Needs a new phone,neu
"Just got in a nasty argument with someone I normally like very much.  She doesn`t forgive well, either",neu
follow me please!,neu
"nvm, i`ll stop. whatever. see you 5th i guess",neu
An extra night in pasadena with sergi baby cuz i `missed` my train to riverside,neu
_ary aaaww fall for you of courseeee,neu
yeah i did haha 3rd episode is up as well,neu
Starting out  bday bash with a Blue Moon  - Photo:,neu
I would if I wasn`t working today.,neu
"This week meet me at OFFF, next Thu, Fri and Sat. And try there MIC and Surface.",neu
I only hve 9followers,neu
_cowan oh cool!  I`m gonna crash and sleep. I have been like 40 some hours working lol,neu
done with the packing and everything else ... leaving in 3 hours ...,neu
Sleppytime. Really missing my godfather right now. Love you Wayne,neu
"i finished new moon  in 1 day all up. maybe less, im quite proud, now who wants to lend me eclipse haha",neu
? American Pie FOREVER. I`m watching it right now. They`re running naked around on the Streets! Would you do that? I would  [ NOT ],neu
- can you paint me,neu
is having a jam session in her room and then seeing star trek...again,neu
Warren has just died.. hannah has been killed.. and I`m gutted!!! I love warren (even if he is nasty!!),neu
LoL....heeeyyy love! Not much working   and you,neu
"I am just `okay-okay` .. like the rest of the sane population in the world, I hate mondays",neu
what am l doing?? .....nothing much atm,neu
1st day of work today was a bit tiring but ok lol now onto college work,neu
I slept so late,neu
hubby is snoring!  but I still love him,neu
"well, you can print CY_K not CYMK",neu
"haha I was JUST talking about that to my colleague. I have 539 DMs, only 15 - 20 are actual messages and not spam",neu
As long as you take me with you,neu
<-- follow my girl meagan,neu
nope.  they are all sleeping cuz they live on the east coast.,neu
I`ve always been a ppl person just hid behind bad self confidence for 2 long  u can do anything!,neu
two months from today till I`m Mrs. Josiah!! ahhhH!,neu
i`m with you in this.  i`ve always have prob prioritizing myself ahead of him.,neu
hubz company was organising ...i had to be there!,neu
hasn`t shipped yet  I won`t get over there until at least 7. I`ll call you.,neu
"haha, because I`m at 'work' and can`t read anything",neu
please check out www.mysweetebony.com and lmk what you think  ... my first paysite ... post up your site too!,neu
on the london eye. Awesome but feel a bit sick. Madame Tussaud`s next,neu
"You arent following me, so i cant send you a DM..",neu
@_JAYYTEE yea i knw,neu
"I`m in Devon this weekend! Cloudy, but dry.",neu
Enjoyed last night at what I call 'real world social networking' -  LOK event in Vancouver.  It was great!.  But headeache today,neu
lunch in the forrest ... its so baron.  fpu is so dead,neu
i keep coughing my guts up,neu
haha. I know. And then I need a new car too. Oh ps I got a speeding ticket.,neu
i dont noe what to eat for breakfast hmmmmmmm im so hungry,neu
"- Yes, you are addicted - half my twitter friend updates are yours",neu
"Reinstalled Ubuntu on my laptop, this time using ext4; the new filesystem. System boot time, from GRUB to full operability: 30 seconds",neu
_Aston Still looking  I filled out quite a few applications last week and once I get home I`ll continue.,neu
"Just got a crush on this song! Disco`s Out! Murder`s In! ruleaz?, zic!  www.myspace.com/discosoutmurdersin",neu
ditching out again?  you will be missed. I wish my ruby boys would represent.,neu
One lactose pill is not enough for coffee....oopse,neu
i can`t find my woody and buzz toys  but i`ve got my bullseye teddy!  do you have toy story toys? 8-),neu
you finally watched he`s just not that into you arizzard  justin long is sexy isn`t he! i told ya,neu
- No I didnt get your text.....,neu
is still working  #fb,neu
"that was such a tease!  I cant wait til Sunday!!  but then after that, nothing until November   oh well, i can wait!",neu
followed your bro _Vet,neu
hahahahah i woke up at 9 today.. totally missed lecture and the quiz  open lab was useless. chipotle w/ silvera and jenny was greeat 8D,neu
and the grease drip pan doubles as a butter dish (in a pinch),neu
I`m sleeping on the wooden couch tonight!,neu
_Eclectic but then you leave,neu
"Paving your own road is intelligent only if nobody has gone exactly where you are going, come follow me",neu
BYEEEEE!!!,neu
is saving up `till HK.,neu
Lol. She`s offering me a case of guiness!  can you one up her? If you buy me two I`ll stay. Let`s start the bidding wars,neu
finishing up at the studio  NEW SONGS UP ON MYSPACE tomorrow MAY 5th,neu
oh how the ladies will suffer now  LOL,neu
haha malamang as one of my chef.,neu
"Thank goodness for starbucks iced coffee...I was feeling so sluggish today, I think its this awful LA weather",neu
I am loving this sunshine and hating the thought of my office without windows,neu
Instant Internet Marketing EMPIRE! + *BONUS* recoup your investment in 24 hours or less,neu
If I loved this any more I`d streak thru the hood damnit ! I`m pumped,neu
listenin do da beach girl5 on itunes,neu
Helping my cousin get ready for her 8th grade dance...she is growing up,neu
I`m in SF right now,neu
"Well, there goes *that* shirt. Haha",neu
So much for Skype for BlackBerry in May,neu
"Ready, Set.... hmmm DELAY",neu
All the people I talk to are GONE,neu
but I keep updating.,neu
Amy did u already check out the antics of Parella and Marcia?   news... and entertainment on Twitter,neu
is in route 2 da` beach! No sun yet,neu
tilaaa just make you feel so special  haha haters now days,neu
_0 so all done with wow blogging eh?  *huggles*,neu
Just got back from Carlton in Greenville.  Benz is getting serviced.  Time to make some money.    I think I`ll make some sales calls...,neu
one hour till I go home and commence pouting because no Bahama trip for me,neu
the washer se chingo  ha  ha!! I`m busting my grandma lucia waaaaay back in the early 90`s lol,neu
you aint invite me,neu
At the dr office for abbie`s second round of shots...,neu
tour got canceled,neu
sunday is runday- outta bed and onto the road,neu
Running errands with my little man. Maybe he won`t act like a 3 year old today.,neu
I`m holding Audrey (mine and Erica`s bean bag thing),neu
Ideas gallore!!  Rock Opera FTW!!!! Yes tweets Kayleigh and I are writing a rock opera.  For more info email us: CoatAndKay.com,neu
just bought a magazine,neu
"I could go for some Lulu`s or Slanted Door right about now.  Tomorrow is the Farmer`s Market, right?",neu
Finished Death Du Jour. School`s out.  Nerd.,neu
kinda done trying. ugh. oh well it was worth the effort.   long day tomorrow. night tweeters!,neu
"Chris pine, please be mine.  haha",neu
Freaking out a bit..crossing my fingers that things will work out ok,neu
your not following me  it won`t let me dm,neu
"yes I can imagine, I need my morning coffee otherwise I cannot function, have a good and relaxing Sunday",neu
yeaaa!,neu
joining twitter,neu
19 days and counting,neu
OH MAN I WOULD BUT I`M FRESH OUT,neu
ow,neu
Day off with nothing to do,neu
hahha I don`t do drugs though,neu
Now I have no SKy until Monday,neu
last sunday before going home!,neu
"you certainly can, and good morning to you",neu
I wish I was in dallas with the kiddnation family,neu
"Which do you prefer? Hamdemic, Aporkalypse or Parmageddon?",neu
i can`t call you im from Mexico and i don`t know the code,neu
haha wats this about?,neu
and  there is no top 40 radio station in fresno!,neu
aaa new follower! hiii,neu
aw ****. ok i got you for tuesday on that. i gotta write a short post for today tho,neu
Not here in Stamford.,neu
I don`t like Demi...I like La La Land and Don`t forget. Do you like Ashley Tisdale??,neu
170th update,neu
- fire and urban at rock challenge,neu
i cant believe you are closing 2moro and ive never had a chance to see the show  Good luck to everyone - you are all stars!,neu
_Bosworth hey Lo!!!!,neu
Its already been a crazy morning and its ONLY 1030,neu
Oh no one minute too late! Oh well,neu
_mazur Hahaha...and I who actually thought you just were popular!,neu
heeey heeey!   about to go read...,neu
It`s teacher appreciation week - been out making deliveries to instructors this morning,neu
_2008 thanks  there`s a men`s version in June. It`s very popular.,neu
Evening  Yorkshire`s warm but overcast. How`s NZ? Don`t tell me - dark lol,neu
"Well, I made the list look better, but I can`t do anything about the number pictures, since I already closed that tab.",neu
diesel yaris... 70mpg  so sad its not available in the US. That`d be awesome.,neu
sun - where are you?,neu
last day of classes!!,neu
There are ants on my lollipop,neu
getting ready for work,neu
June gloom is upon us.,neu
nature has just called me  BRB,neu
I`ll probably have better photos up later today. Took some picks with my big camera too. Camera phone = blury camera,neu
"now on pg 237, night",neu
June gloom seems to have arrived early,neu
is watching neighbours!,neu
@_ahseya_ cool i want you to take a look at this and tell me what you think,neu
city in a bittt.,neu
Dave thanks for playing Happy Birthday from NKOTB. Today is my bday! It is a lonely bday today.,neu
training again today.,neu
Mc  John  sim posit  3 yr passed  no  softees   stranded without warren tea out  tech spec  kaching !!,neu
- I`m not letting Reach sink. Thats for sure. I`m still presenting and joint HON! Owens Mon 8pm-10pm & I`m Sat 2pm-4pm,neu
ahh everyone`s out today taking in the sunny weather except me  might go and watch some tv...,neu
Zac Brown is in Virginia Beach and I`ll be in NoVA,neu
Nvd i was sitting on it,neu
says morning plurk  just woke up. haha,neu
Harley Quinn cstm  hehehehe  not going to the prom buaa,neu
"right my fellow fluffy flasher! I must go to bed, sorry  I hope everything is working properly 2moro and we can chat! love u x",neu
Watching twilight and eating potato salad.,neu
_Call awww i wish i could but i have no talking minutes,neu
"oh no!!!! i hope its not too baad, tell mya i hope she`s gets better soon",neu
its my bday!!! I`m gettin older!,neu
"_B I don`t know but they aren`t worth it, only 6 people actually showed up lol",neu
"Well poop, my guitar lesson was canceled today  I`m so sad. I hope his son feels better soon tho.",neu
well just remember that tmrw is another day and hopefully won`t be as craptastic. sorry girrrrl,neu
Halla Miss Haloom  .. how are you dear? am doing fine so far but .. eeem worrying about rationale project.. Allah eyaseer inshallah,neu
he`s on zul`jin (i think that`s how you spell it) so i doubt they`ll ever meet,neu
how is your coding going?,neu
prepare yourself,neu
white-water rafting in the tripics,neu
I guess if you can`t accept me....i`ll have to keep it movin,neu
class is almostt over,neu
I`m not off till 930,neu
morning romina.,neu
Does anyone update the photowalkingutah google calendar with photowalks?  Looks like I`ve missed a few,neu
hey  sending some Florida sunshine your way  Supertramp ï¿½ It`s Raining Again ï¿½  you m... ?,neu
Well. The jag just took a **** on my way home from training  I hope it`s just the alternator.,neu
hey ian.. May 7 din ako..  maybe we`ll see each other.. or not.. cuz diff. schools tayo.. hahaha la lang.. :p,neu
in communications class,neu
Cleaning the house,neu
that would be an idea  haha ****,neu
Dentist   but the chicks hot so thats a plus,neu
she said no,neu
Going to see my grandad today  <3,neu
thanks for following me  but who are you? hmmmm... twitter back !! ox,neu
Someone bring me milk for my cookies!,neu
"*Hand up* Me, I`m going  #localgovcamp",neu
"Hi Simon, I`m new to this too - but just thought I`d tell you Jimmy Carr has tweeted that you make the Star Trek movie.",neu
the pink straw also makes you manly,neu
I wish.,neu
eyes wide shut is one of the weirder movies ive seen. any1 wanna sell me their.45?  just so i can sleep in my apt by myself,neu
watching 3rd JONAS ep.,neu
my birthday is in 2 days,neu
back to Roseburg...and an empty apartment,neu
what lol?,neu
"Photo: Got my prints a few days ago, ready for the NorskArt exhibition",neu
Up early for class. ((Blahh))-------> Hang Over kiddies,neu
It`s hard to tell But I think I`m right   I hope.,neu
My beautiful lil cousin  is going to prom today...SAD  I can`t be there..but I know shes gonna look BEAUTIFUL as always...,neu
I was really disappointed with the whole 'promiscuous girl' thing. congrats on her success but i think wasted talent,neu
Sent u a few DM`s..Hollaback,neu
_1210 I`m not going till Wednesday,neu
"_Griffin I spent yesterday nursing one of those, only replace Vodka with wine, and Japanese with posh dinner!",neu
"Sometimes I hate myself, but that`s normal so I don`t worry bout it",neu
in faa thaa night  movie night?,neu
Just chillin`.. I`m a bit bored boohoo  !,neu
I did.`t Get tht.,neu
yup then we are a day older,neu
watching supernatural  those boys can hunt me any day <3 haha,neu
Another night of not sleeping,neu
#pens...steigy...no politics hun...the obamas are not watching hockey,neu
shopping in Keswick,neu
"i knew that, jus givin u a hard time hehe",neu
"_19 I watched a little today! Didn`t know you were sick, you did awesome nonetheless! Hope u feel better",neu
oh no!! don`t be horrible  lol no but she was a better singer even if she didn`t cry... don`t u think? she made me cry haha!,neu
"Yolonda, I went swimming with my phone at the beach lol and so I lost all my contacts",neu
hey!! how are you??? you found me,neu
"takin short nap, gym and work before kids come back home tonite",neu
what? You won`t be two blocks away any more?,neu
why not united kingdom,neu
I <3 Owl City.,neu
no boby will not talk 2 me,neu
My vibe is currently downed.  The only thing amusing me is my Joker shirt. *Looks down and pokes shirt* I want a peanut butter sandwich...,neu
Haih.. Cannot sleep lar..,neu
is over,neu
"Yep, that`s me all right - I don`t mean the monk is Me - that`s my (as in a photo taken by me) in Better Photography",neu
"nothing much man, waiting for my Insurance card to come through... Cant get any workdone here w/o it... Redtape",neu
"#PhpEd 5.6 running successfuly via #wine , now to get EMS running",neu
no Santa cruz for me  but I do have an interview at jamba tomorrow morning (:,neu
CEREAL DOESNT COME WITH TOYS ANYMORE!. i jus been thinkin i was buyin the wrong kinds  say it aint so Mo.,neu
Somebody get me out of work tomorrow.,neu
hello 30stm-fan  another one that`s cool. i don`t know one fan of them in person only via the net  so how are you?,neu
supposed to be back Sun (via private jet btw#!:o) but mite hav to stay bymyself (thnk god) for another week  & want Bruno!,neu
"Even more so bc I drove their asses to Chandler, which is why I am just now getting home, an hour and a half later. LOL",neu
Yes I did see Mitch Hedberg and the whole floss thing.  He`s hilarious.  I <3 him.  Poor guy,neu
my sole supporter is not my sole supporter,neu
-  Lol.. sorry. Too **** funny!,neu
"i`m defying gravity. and nobody in alll of oz, no wizard that there is or was, is ever gonna bring me down",neu
"Leaving minneapolis, doing some homework and going to watch my brothers tennis match later",neu
"I really like miller park too  too bad the cubs aren`t leading, hopefully they can get it together soon",neu
Hearing a surprising news about my bestfriend...where are you sis ? You have to tell me the whole story,neu
_WOCKEEZ i wish i can go. But i`m not in US,neu
i need to get my computer fixed,neu
_double as if there are any other kind,neu
it was days yesterday and probably today that I wish I had taken the top off my jeep.  I need help haha. IT`S FRICKEN HOT,neu
Why?,neu
Is George still mending the car ?,neu
ur gonna be missed you know  but i hope things will be better for you,neu
_Cupcake I think only 23.  I get confused easy tho. LOL I hope so if so two stopped following me 2. I know one did already.,neu
hanging with Bri,neu
i mean monday take the test monday!!!! please o please !,neu
why did Reel big fish cover Edna`s goldfish,neu
i mean we mite do sumthn.... what u doin hope i get 2 c u b4 u head bak,neu
Going I sleep today was a long day happy mothers day to all the moms out there,neu
i will be without an assistant for the next week,neu
what happened to my real-time feed? Now friend feed is just like the Twitter website,neu
on my way too school. be back later...,neu
what don`t be sad?  Be glad. Your 21,neu
"We`ll be moving from a strength to a hypertrophy phase for chest, back, shoulders and arms for the next few weeks. Legs will stay behind",neu
"Finally feels like a nice summer day, and I`m feeling sick",neu
Eurgh.. Revision.. Who invented History?,neu
Gosh...who`s doing this??? So bad...  Baylee is a blessed child...these people don`t know what to do... Kisses,neu
"Is playing bubblewrap on her iPhone. Over and over and over again. Still, beats working...",neu
are you and melissa celebrities now?,neu
not sure... there are fanciful expensive ones - but some basic ones are not expensive... Try the 24hr `M` shopping place,neu
How is it that my preschoolers can bowl over a hundred when they weigh only 35-40 lbs? Today was there last day for the year.,neu
I wanna be out in the sunshineeeeeee,neu
Because those companies that make the bag sealers will go out of business.,neu
@ Ahhhhh FML! Classic Crime is sold out!,neu
ill come to the shop in like an hour. i need to get a pedicure but i dont have time today  probably next week tho!,neu
So Windows LiveWriter`s accessible? Guess that answers that.,neu
Anddd justin. Eff,neu
i really should be in a bad mood. but.,neu
PrinceCharming,neu
- me again,neu
can`t believe I`m leaving this place tomorrow.,neu
I got you today,neu
"says new layout! Back to default Plurk themes, yay. Pero dumugo ilong ko kaka-tweak sa font ha.",neu
exactly like that ...in glasgow now ...it`s a bgt busier,neu
is at school. its her last day. of high school. ever. ever. ever.,neu
I really need to update this more.,neu
Thanks! I registered,neu
Morning  don`t ask me why I`m up so early,neu
so ur name is also Naina,neu
i dont really know..i saw it on the gadget show about something thatmakes messages easier to find or something thank you,neu
listening to some brandy...never say never cd,neu
who said i can`t wear my converse with my dress?,neu
I`ve got jam! Oh yea.,neu
feel like going home and sleep till the next day!,neu
I`m no longer a sophomore.  Junior year is bringing new things. I`ll be on 24/7 now. Hit me up and check out,neu
@__emilyy you guys are the bomb haha,neu
"Yep, this is about as 'boonies' as it gets, if you look at the map   In transition. Gotta find a place and a job. -",neu
Five o`clock can`t come any faster,neu
aww sorry boo. I haven`t bought a printer in 4 years; my canon i900d is still making amazing prints. Have zero fisheye exp.,neu
"I wish I was at Disneyland or watching Star Trek like other people are doing. I swear, I must be the only sap who works on Fridays.",neu
i wish i had more chicken wings,neu
Apparently its Star Wars Day today - so May the 4th be with you,neu
The dayem computer  #twpp,neu
Hello. New follower lang po. Tweet to meet you.,neu
Hanging out with  and the Berlin Jarn guys.,neu
Brake time!! Nothing for lunch. Tonite.,neu
Truly? Like what?,neu
for me they`re not,neu
getting cds ready for tour,neu
miss 16`th,neu
Sounds like me,neu
I`m still here! I just changed my avatar,neu
ouchie  Did u take some Excedrine? Thats the ONLY thing that kills my headaches FAST!,neu
You cant put off age but you can put off grumpiness,neu
update!  island flowers - large pouch,neu
"_ladie haha, I`ve got my camera and lenses ready!",neu
_Rose   *follows back*,neu
"Has work very, very soon. Way too soon!",neu
"_anekie ok darl, i will suggest you to the MUA (Tracie Weaver), as she`ll be making the decision",neu
"actually, i like almost everything about my job right now. except the part where it`s not permanent",neu
Lol read me like a book,neu
"YAY! Thanks for the #followfriday. #FAILFriday is still winning, though.",neu
Watching The Nightmare Before Christmas <3 Ask me if I care that neither Halloween nor Christmas is any time soon,neu
I see,neu
comes home in two days,neu
"so much for a day off- I`ve been on my feet, all over the place, all day!",neu
Happened to me the other day.  Was wearing a necklace that made a white spot on my chest.,neu
*phew*  Will make a note in case anyone else runs into the same issueï¿½,neu
Jay Leno has one more show left as the host of The Tonight Show,neu
I`m so ready for the weekend. Did you see all the flash flood warnings for around here?,neu
Wishing I could see N*E*R*D headline @ Fest at DePaul tonight,neu
I`m wondering how big the rumored new `large screen` Kindle will be --and when we can start seeing K12 textbooks on it,neu
is getting baptized tomorrow  and is a college graduate.  Busy weekend!,neu
"hey tom, i`m happy that you`re enjoying brazil, but i`m sad cuz i`m not goin to see you in your show",neu
Is at work  ohwell need money so : D,neu
not just me then,neu
"yï¿½n tï¿½m, sang n?m s? th?y **** m?c Tr?n tinh twitter tr? l?i Lï¿½ Thï¿½ng , Th?ch Sanh nh? lï¿½m quiz mï¿½ c??i ???c cï¿½ng chï¿½a",neu
"_0407 all over the place it was  boo, dual voice challenge was too challenging",neu
"#BGT Quite an awkward moment, poor girl  I hope she doesn`t loose it again.",neu
E3 2009 will be the first time I will not get to see G4TV`s E3 coverage since Comcast moved the  G4 channel from basic cable to premium,neu
_Gov hi gov!! How are you?,neu
ahh that would rock,neu
You such a good friend <3 I miss you so much,neu
"_1210 holy ****, I need to see that! Too bad I gotta wait until tomorrow",neu
omg...did I just see a tweet from Miss Bonnie??? amazing...my phone died yesterday...and oster has alltel  I miss you,neu
should be me,neu
got a case of the bubblies.,neu
texting,neu
kicking back at home,neu
Just found out -- the **** frenchies have set a precedent,neu
Building Websites,neu
"Certainly not Cheers than, huh?",neu
_Aries Me and that person have something in common then! LOL jk....,neu
i want a dog...,neu
i need to speak with ! but i left my phone at home,neu
_kritt GPS location:here I am,neu
got caught in the rain outside. now im cold bbbbrrrrrrrrr,neu
Back home.  Preheatin` oven before popping in a pizza,neu
yayy!!! Im gonna see you today! I miss you!,neu
nope,neu
"****! First Yes, than Frank Zappa...",neu
"that`s the prob, i work from home, and the bed`s calling, no, screaming out my name! had really strong coffee instead",neu
Had lunch. Watching holes on bbc1.,neu
_Foster Just so i can see how they look with the other icons. Both themes btw.,neu
Its rained ever day in Miami since I`ve been here.....,neu
Quick thoughts. Tired. Happy. Satisfied. Entertained. Excited. Oh... and a bit in love,neu
Is watching the cat in the hat,neu
lol if i only can sTay up a few more hours.. i keep missing Tila`s lasT posTs ..,neu
Sky man is quite friendlyand likes joey  still annoyed that I got woke up about half eight though,neu
"Hey, I didn`t get any !!!",neu
is chatting with Willy Valdez about comics,neu
Link doesn`t work,neu
i havent seen you all week,neu
we are going all out!,neu
i`m not ready for tomorrow`s competition!,neu
tres rude VICTOR!  :\,neu
wee. done with advance audit paper,neu
Wants to game tonight with her friends,neu
_vip bye bye beard,neu
drugs are bad,neu
"My dog is sick. I love that little doggie. He`s usually so keen and happy, but he doesn`t even want to go for a run in the forest today.",neu
Work is ded  out tonite tho eeeeeee,neu
: re 'pot meet kettle' not so sure of that equation.,neu
"Whats your name: Adelaide-Marie How old r u: 14 Where Do u live: IN THE WORLD  lol i jk, canada(toronto)",neu
